Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for promoting interoperability of EHRs,Hospital overall rating,Hospital overall rating footnote,MORT Group Measure Count,Count of Facility MORT Measures,Count of MORT Measures Better,Count of MORT Measures No Different,Count of MORT Measures Worse,MORT Group Footnote,Safety Group Measure Count,Count of Facility Safety Measures,Count of Safety Measures Better,Count of Safety Measures No Different,Count of Safety Measures Worse,Safety Group Footnote,READM Group Measure Count,Count of Facility READM Measures,Count of READM Measures Better,Count of READM Measures No Different,Count of READM Measures Worse,READM Group Footnote,Pt Exp Group Measure Count,Count of Facility Pt Exp Measures,Pt Exp Group Footnote,TE Group Measure Count,Count of Facility TE Measures,TE Group Footnote,Latitude,Longitude
224044,WESTBOROUGH BEHAVIORAL HEALTHCARE HOSPITAL LLC,300 FRIBERG PARKWAY,WESTBOROUGH,MA,1581,WORCESTER,(508) 329-6300,Psychiatric,Proprietary,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,42.28360725,-71.58064749399227
224045,HOSPITAL FOR BEHAVIORAL MEDICINE,100 CENTURY DRIVE,WORCESTER,MA,1606,WORCESTER,(844) 319-0000,Psychiatric,Proprietary,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,42.3138278,-71.7707002
230003,SPECTRUM HEALTH ZEELAND COMMUNITY HOSPITAL,8333 FELCH ST,ZEELAND,MI,49464,OTTAWA,(616) 772-4644,Acute Care Hospitals,Voluntary non-profit - Private,No,Y,4,,7,2,0,2,0,,8,3,0,3,0,,11,7,0,7,0,,8,8,,12,7,,42.821976199999995,-85.98744425047794
230005,PROMEDICA CHARLES AND VIRGINIA HICKMAN HOSPITAL,5640 N ADRIAN HIGHWAY,ADRIAN,MI,49221,LENAWEE,(517) 265-0900,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,,7,5,0,5,0,,8,5,0,5,0,,11,9,1,8,0,,8,8,,12,7,,41.96627365,-84.00707379824273
230013,PONTIAC GENERAL HOSPITAL,461 W HURON ST,PONTIAC,MI,48341,OAKLAND,(248) 857-7200,Acute Care Hospitals,Proprietary,No,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,1,0,1,0,,11,1,0,1,0,,8,Not Available,5,12,Not Available,5,42.63406525,-83.3088036794969
230015,THREE RIVERS HEALTH,701 S HEALTH PARKWAY,THREE RIVERS,MI,49093,ST. JOSEPH,(269) 273-9602,Acute Care Hospitals,Government - Hospital District or Authority,No,Y,3,,7,3,0,3,0,,8,2,0,2,0,,11,9,0,9,0,,8,8,,12,4,,41.9353581,-85.6479325
230017,BRONSON METHODIST HOSPITAL,601 JOHN STREET,KALAMAZOO,MI,49007,KALAMAZOO,(269) 341-6000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,7,0,6,1,,8,8,1,7,0,,11,11,0,11,0,,8,8,,12,9,,42.28656025,-85.5801876393196
230019,"ASCENSION PROVIDENCE HOSPITAL, SOUTHFIELD AND NOVI",16001 W NINE MILE RD,SOUTHFIELD,MI,48075,OAKLAND,(248) 849-3011,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,4,,7,7,2,5,0,,8,8,3,4,1,,11,9,0,7,2,,8,8,,12,9,,42.473726,-83.267783
230020,BEAUMONT HOSPITAL - DEARBORN,18101 OAKWOOD BLVD,DEARBORN,MI,48124,WAYNE,(313) 593-7125,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,7,7,1,6,0,,8,8,2,5,1,,11,11,0,8,3,,8,8,,12,9,,42.2901126,-83.21473655701938
230021,"LAKELAND HOSPITAL, ST JOSEPH",1234 NAPIER AVENUE,ST JOSEPH,MI,49085,BERRIEN,(269) 983-8300,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4,,7,7,0,7,0,,8,8,0,7,1,,11,11,1,10,0,,8,8,,12,8,,42.088878550000004,-86.47836637826785
230022,PROMEDICA COLDWATER REGIONAL HOSPITAL,274 E CHICAGO ST,COLDWATER,MI,49036,BRANCH,(517) 279-5400,Acute Care Hospitals,Government - Local,Yes,Y,3,,7,4,0,4,0,,8,5,0,5,0,,11,9,0,9,0,,8,8,,12,9,,41.9376987,-84.98938895608784
230024,SINAI-GRACE HOSPITAL,6071 W OUTER DRIVE,DETROIT,MI,48235,WAYNE,(313) 966-3300,Acute Care Hospitals,Proprietary,Yes,Y,1,,7,6,1,5,0,,8,8,1,7,0,,11,10,0,5,5,,8,8,,12,6,,42.41907925,-83.18238206795442
230029,ST JOSEPH MERCY OAKLAND,44405 WOODWARD AVE,PONTIAC,MI,48341,OAKLAND,(248) 858-3000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,7,0,7,0,,8,8,0,8,0,,11,11,0,10,1,,8,8,,12,6,,42.614565,-83.27657961977545
230030,MIDMICHIGAN MEDICAL CENTER-GRATIOT,300 E WARWICK DR,ALMA,MI,48801,GRATIOT,(989) 463-1101,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,7,5,0,5,0,,8,3,0,3,0,,11,9,1,8,0,,8,8,,12,8,,43.390678300000005,-84.66250794875825
230031,LAKE HURON MEDICAL CENTER,2601 ELECTRIC AVENUE,PORT HURON,MI,48060,ST. CLAIR,(810) 985-1500,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,5,,7,5,1,4,0,,8,3,1,2,0,,11,8,0,8,0,,8,8,,12,6,,42.95640055,-82.43557683947675
230035,SPECTRUM HEALTH UNITED HOSPITAL,615 S BOWER STREET,GREENVILLE,MI,48838,MONTCALM,(616) 754-4691,Acute Care Hospitals,Voluntary non-profit - Other,No,Y,5,,7,4,0,4,0,,8,3,0,3,0,,11,9,0,8,1,,8,8,,12,9,,43.174426499999996,-85.26932945421959
230036,MIDMICHIGAN MEDICAL CENTER - ALPENA,1501 W CHISHOLM ST,ALPENA,MI,49707,ALPENA,(989) 356-7390,Acute Care Hospitals,Proprietary,Yes,Y,3,,7,5,0,5,0,,8,6,0,6,0,,11,10,3,7,0,,8,8,,12,7,,45.07736785,-83.44928637275821
230037,HILLSDALE HOSPITAL,168 S HOWELL STREET,HILLSDALE,MI,49242,HILLSDALE,(517) 437-4451,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,7,3,0,3,0,,8,3,0,3,0,,11,7,0,7,0,,8,8,,12,5,,41.911707500000006,-84.63272002920343
230038,SPECTRUM HEALTH,100 MICHIGAN ST NE,GRAND RAPIDS,MI,49503,KENT,(616) 391-1774,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,7,0,6,1,,8,8,1,7,0,,11,11,0,11,0,,8,8,,12,9,,42.96930065,-85.66464272860509
230041,MCLAREN BAY REGION,1900 COLUMBUS AVE,BAY CITY,MI,48708,BAY,(989) 894-3000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,7,0,7,0,,8,8,2,5,1,,11,11,1,7,3,,8,8,,12,9,,43.587469299999995,-83.86838489229855
230046,UNIVERSITY OF MICHIGAN HEALTH SYSTEM,"1500 E MEDICAL CENTER DRIVE, SPC 5474",ANN ARBOR,MI,48109,WASHTENAW,(734) 764-1505,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,,7,7,1,6,0,,8,8,4,4,0,,11,11,2,7,2,,8,8,,12,10,,42.284637,-83.729034
230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHIP,MI,48038,MACOMB,(586) 263-2300,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,7,0,7,0,,8,8,2,6,0,,11,11,0,9,2,,8,8,,12,10,,42.58698,-82.91992
230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,WAYNE,(313) 916-2600,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,7,0,7,0,,8,8,2,5,1,,11,11,0,9,2,,8,8,,12,9,,42.367852150000004,-83.08551959773033
230054,UPHS MARQUETTE DLP HOSPITAL,850 W BARAGA AVE,MARQUETTE,MI,49855,MARQUETTE,(906) 228-9440,Acute Care Hospitals,Government - Local,Yes,Y,3,,7,7,0,6,1,,8,7,1,6,0,,11,11,0,10,1,,8,8,,12,9,,46.5438915,-87.40835846824983
230055,DICKINSON COUNTY MEMORIAL HOSPITAL,1721 S STEPHENSON AVE,IRON MOUNTAIN,MI,49801,DICKINSON,(906) 774-1313,Acute Care Hospitals,Government - Local,Yes,Y,4,,7,5,0,5,0,,8,4,0,4,0,,11,9,2,7,0,,8,8,,12,10,,45.8096455,-88.04459607308715
230058,MUNSON HEALTHCARE GRAYLING HOSPITAL,1100 E MICHIGAN AVE,GRAYLING,MI,49738,CRAWFORD,(989) 348-5461,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,4,,7,4,0,4,0,,8,3,0,3,0,,11,9,0,9,0,,8,8,,12,6,,44.6681228,-84.70672233767394
230059,MERCY HEALTH SAINT MARY'S,200 JEFFERSON AVENUE SE,GRAND RAPIDS,MI,49503,KENT,(616) 685-5000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,4,,7,6,0,6,0,,8,7,2,4,1,,11,10,1,9,0,,8,8,,12,5,,42.95837285,-85.6628033774764
230066,MERCY HEALTH HACKLEY CAMPUS,125 E SOUTHERN,MUSKEGON,MI,49442,MUSKEGON,(231) 726-3511,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,7,0,7,0,,8,8,1,7,0,,11,11,3,8,0,,8,8,,12,10,,43.234214,-86.234211
230069,SAINT JOSEPH MERCY LIVINGSTON HOSPITAL,620 BYRON RD,HOWELL,MI,48843,LIVINGSTON,(517) 545-6000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,5,,7,4,0,4,0,,8,3,0,3,0,,11,9,1,8,0,,8,8,,12,7,,42.61550185,-83.94140591344632
230070,COVENANT MEDICAL CENTER,1447 N HARRISON,SAGINAW,MI,48602,SAGINAW,(989) 583-4000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,7,0,7,0,,8,8,4,4,0,,11,11,0,8,3,,8,8,,12,10,,43.428527,-83.95661
230071,STRAITH HOSPITAL FOR SPECIAL SURGERY,23901 LAHSER,SOUTHFIELD,MI,48033,OAKLAND,(248) 357-3360,Acute Care Hospitals,Voluntary non-profit - Private,No,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,1,0,1,0,,11,1,0,1,0,,8,Not Available,5,12,1,,42.464599899999996,-83.26152320307597
230072,HOLLAND COMMUNITY HOSPITAL,602 MICHIGAN AVE,HOLLAND,MI,49423,OTTAWA,(616) 392-5141,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,,7,5,0,5,0,,8,7,1,6,0,,11,10,0,10,0,,8,8,,12,8,,42.7741423,-86.11458783715115
230075,BRONSON BATTLE CREEK HOSPITAL,300 NORTH AVENUE,BATTLE CREEK,MI,49017,CALHOUN,(269) 966-8000,Acute Care Hospitals,Proprietary,Yes,Y,3,,7,6,0,5,1,,8,8,0,8,0,,11,9,0,9,0,,8,8,,12,10,,42.330877650000005,-85.17814017704579
230077,ASCENSION ST MARY'S HOSPITAL,800 S WASHINGTON AVENUE,SAGINAW,MI,48601,SAGINAW,(989) 776-8000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,1,,7,7,0,6,1,,8,7,0,7,0,,11,11,0,9,2,,8,8,,12,8,,43.42432605,-83.9385503547201
230078,LAKELAND HOSPITAL WATERVLIET,400 MEDICAL PARK DR,WATERVLIET,MI,49098,BERRIEN,(269) 463-3111,Acute Care Hospitals,Voluntary non-profit - Private,No,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,2,0,2,0,,11,2,0,2,0,,8,Not Available,5,12,3,,42.18545505,-86.24909760169442
230080,MCLAREN CENTRAL MICHIGAN,1221 SOUTH DRIVE,MOUNT PLEASANT,MI,48858,ISABELLA,(989) 772-6700,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,,7,5,0,5,0,,8,4,0,4,0,,11,9,0,9,0,,8,8,,12,7,,43.6001636,-84.7610493940332
230081,MUNSON HEALTHCARE CADILLAC HOSPITAL,400 HOBART ST,CADILLAC,MI,49601,WEXFORD,(231) 876-7200,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,5,,7,4,0,4,0,,8,4,0,4,0,,11,9,2,7,0,,8,8,,12,5,,44.246236800000005,-85.39043739014744
230085,BRONSON SOUTH HAVEN HOSPITAL,955 S BAILEY AVE,SOUTH HAVEN,MI,49090,VAN BUREN,(269) 637-5271,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,4,,7,3,0,3,0,,8,1,0,1,0,,11,5,1,4,0,,8,Not Available,5,12,4,,42.391307850000004,-86.26212957273322
230089,BEAUMONT HOSPITAL - GROSSE POINTE,468 CADIEUX RD,GROSSE POINTE,MI,48230,WAYNE,(313) 343-1000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,6,2,4,0,,8,8,2,5,1,,11,8,0,6,2,,8,8,,12,8,,42.383509849999996,-82.91382827966505
230092,HENRY FORD ALLEGIANCE HEALTH,205 N EAST AVE,JACKSON,MI,49201,JACKSON,(517) 788-4800,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,4,,7,7,0,7,0,,8,8,1,7,0,,11,11,0,11,0,,8,8,,12,9,,42.25129615,-84.39387074469995
230093,SPECTRUM HEALTH BIG RAPIDS HOSPITAL,605 OAK STREET,BIG RAPIDS,MI,49307,MECOSTA,(231) 796-8691,Acute Care Hospitals,Government - Local,Yes,Y,3,,7,4,0,4,0,,8,2,0,2,0,,11,6,1,5,0,,8,8,,12,8,,43.6950303,-85.47445090257662
230095,MIDMICHIGAN MEDICAL CENTER - WEST BRANCH,2463 SOUTH M-30,WEST BRANCH,MI,48661,OGEMAW,(989) 345-6366,Acute Care Hospitals,Government - Local,Yes,Y,5,,7,5,0,5,0,,8,3,0,3,0,,11,7,1,6,0,,8,8,,12,6,,44.264398299999996,-84.24440536313102
230096,STURGIS HOSPITAL,916 MYRTLE AVE,STURGIS,MI,49091,ST. JOSEPH,(269) 651-7824,Acute Care Hospitals,Government - Local,Yes,Y,3,,7,3,0,3,0,,8,2,0,2,0,,11,7,0,7,0,,8,Not Available,5,12,3,,41.7949019,-85.40723808056897
230097,MUNSON MEDICAL CENTER,1105 SIXTH STREET,TRAVERSE CITY,MI,49684,GRAND TRAVERSE,(231) 935-5000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,4,,7,7,0,6,1,,8,8,2,6,0,,11,11,2,9,0,,8,8,,12,9,,44.76095495,-85.64207266172778
230099,PROMEDICA MONROE REGIONAL HOSPITAL,718 N MACOMB ST,MONROE,MI,48162,MONROE,(734) 240-8400,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,,7,5,0,5,0,,8,7,0,7,0,,11,8,0,8,0,,8,8,,12,8,,41.9246118,-83.3880936678186
230100,TAWAS ST JOSEPH HOSPITAL,200 HEMLOCK,TAWAS CITY,MI,48764,IOSCO,(989) 362-9301,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,4,,7,3,0,3,0,,8,3,0,3,0,,11,9,1,8,0,,8,8,,12,8,,44.2752455,-83.50968348390987
230104,HARPER UNIVERSITY HOSPITAL,3990 JOHN R STREET,DETROIT,MI,48201,WAYNE,(313) 745-6211,Acute Care Hospitals,Proprietary,Yes,Y,2,,7,6,0,6,0,,8,8,3,5,0,,11,8,0,4,4,,8,8,,12,8,,42.351745949999994,-83.05630275529361
230105,MCLAREN NORTHERN MICHIGAN,416 CONNABLE AVE,PETOSKEY,MI,49770,EMMET,(231) 487-4000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,,5,,7,7,0,7,0,,8,7,1,6,0,,11,11,1,10,0,,8,8,,12,8,,45.3729198,-84.97083034830781
230108,UP HEALTH SYSTEM PORTAGE,500 CAMPUS DRIVE,HANCOCK,MI,49930,HOUGHTON,(906) 483-1000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,2,,7,3,0,3,0,,8,2,0,1,1,,11,7,1,6,0,,8,8,,12,6,,47.1397518,-88.5867454428902
230110,SPECTRUM HEALTH LUDINGTON HOSPITAL,ONE N ATKINSON DRIVE,LUDINGTON,MI,49431,MASON,(231) 843-2591,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,4,0,4,0,,8,4,0,4,0,,11,9,0,8,1,,8,8,,12,8,,43.956352,-86.442762
230117,BORGESS MEDICAL CENTER,1521 GULL ROAD,KALAMAZOO,MI,49048,KALAMAZOO,(269) 226-7000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,4,,7,7,0,6,1,,8,7,2,5,0,,11,9,1,8,0,,8,8,,12,8,,42.307834400000004,-85.55984012117909
230121,MEMORIAL HEALTHCARE,826 WEST KING STREET,OWOSSO,MI,48867,SHIAWASSEE,(989) 723-5211,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,4,,7,4,0,4,0,,8,5,0,5,0,,11,9,0,8,1,,8,8,,12,7,,43.0061653,-84.1805799832568
230130,BEAUMONT HOSPITAL ROYAL OAK,3601 W THIRTEEN MILE RD,ROYAL OAK,MI,48073,OAKLAND,(248) 898-5000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,7,2,5,0,,8,8,1,7,0,,11,11,0,7,4,,8,8,,12,10,,42.505444,-83.146054
230132,HURLEY MEDICAL CENTER,ONE HURLEY PLAZA,FLINT,MI,48503,GENESEE,(810) 257-9000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,,2,,7,6,0,6,0,,8,8,2,6,0,,11,10,0,7,3,,8,8,,12,6,,43.021398,-83.704781
230133,MUNSON HEALTHCARE OTSEGO MEMORIAL HOSPITAL,825 N CENTER AVE,GAYLORD,MI,49735,OTSEGO,(989) 731-2100,Acute Care Hospitals,Voluntary non-profit - Private,No,Y,5,,7,4,0,4,0,,8,4,0,4,0,,11,9,0,9,0,,8,8,,12,7,,45.035297,-84.67552588026382
230141,MCLAREN FLINT,401 S BALLENGER HIGHWAY,FLINT,MI,48532,GENESEE,(810) 342-2000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,2,,7,7,1,6,0,,8,8,1,7,0,,11,9,0,6,3,,8,8,,12,8,,43.0138518,-83.73261753291786
230142,BEAUMONT HOSPITAL - WAYNE,33155 ANNAPOLIS AVE,WAYNE,MI,48184,WAYNE,(734) 467-4175,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,5,0,5,0,,8,7,0,7,0,,11,10,0,8,2,,8,8,,12,8,,42.272953,-83.364692
230144,FOREST HEALTH MEDICAL CENTER,135 S PROSPECT ST,YPSILANTI,MI,48198,WASHTENAW,(734) 547-4700,Acute Care Hospitals,Government - Hospital District or Authority,No,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,1,0,1,0,,11,Not Available,Not Available,Not Available,Not Available,5,8,8,,12,1,,42.237862,-83.600753170953
230146,HENRY FORD WYANDOTTE HOSPITAL,2333 BIDDLE AVE,WYANDOTTE,MI,48192,WAYNE,(734) 246-6000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,7,6,0,6,0,,8,8,2,6,0,,11,10,0,7,3,,8,8,,12,8,,42.2101521,-83.14730851218805
230151,BEAUMONT HOSPITAL - FARMINGTON HILLS,28050 GRAND RIVER AVENUE,FARMINGTON HILLS,MI,48336,OAKLAND,(248) 471-8000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,6,0,6,0,,8,7,1,6,0,,11,10,0,8,2,,8,8,,12,9,,42.44512185000001,-83.32459688432317
230156,ST JOSEPH MERCY HOSPITAL,5301 E HURON RIVER DR,ANN ARBOR,MI,48106,WASHTENAW,(734) 712-3456,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,5,,7,7,3,4,0,,8,8,1,7,0,,11,11,3,8,0,,8,8,,12,9,,42.264957,-83.6551497
230165,ASCENSION ST JOHN HOSPITAL,22101 MOROSS RD,DETROIT,MI,48236,WAYNE,(313) 343-4000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,2,,7,7,1,6,0,,8,8,2,6,0,,11,11,0,8,3,,8,8,,12,9,,42.4201779,-82.9169716
230167,MCLAREN GREATER LANSING,401 W GREENLAWN AVE,LANSING,MI,48910,INGHAM,(517) 975-6000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,7,0,7,0,,8,8,1,6,1,,11,11,0,11,0,,8,8,,12,9,,42.70385589999999,-84.55475205203703
230174,NORTH OTTAWA COMMUNITY HEALTH SYSTEM,1309 SHELDON RD,GRAND HAVEN,MI,49417,OTTAWA,(616) 842-3600,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,4,,7,2,0,2,0,,8,3,0,3,0,,11,6,1,5,0,,8,8,,12,6,,43.05107595,-86.22915348808229
230176,BEAUMONT HOSPITAL - TRENTON,5450 FORT STREET,TRENTON,MI,48183,WAYNE,(734) 671-3800,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,6,0,6,0,,8,7,2,5,0,,11,8,0,7,1,,8,8,,12,9,,42.116419,-83.211392
230180,MIDMICHIGAN MEDICAL CENTER-CLARE,703 N MCEWAN ST,CLARE,MI,48617,CLARE,(989) 802-5000,Acute Care Hospitals,Voluntary non-profit - Other,No,Y,3,,7,3,0,3,0,,8,2,0,2,0,,11,7,0,7,0,,8,8,,12,6,,43.82083015,-84.76943860511426
230193,MCLAREN LAPEER REGION,1375 N MAIN ST,LAPEER,MI,48446,LAPEER,(810) 667-5582,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4,,7,6,0,6,0,,8,6,1,5,0,,11,8,0,8,0,,8,8,,12,8,,43.0624982,-83.32145617086229
230195,ASCENSION MACOMB OAKLAND HOSP-WARREN CAMPUS,11800 EAST TWELVE MILE ROAD,WARREN,MI,48093,MACOMB,(586) 573-5000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,1,,7,7,0,7,0,,8,8,2,6,0,,11,11,0,7,4,,8,8,,12,10,,42.514226,-83.027928
230197,ASCENSION GENESYS HOSPITAL,ONE GENESYS PARKWAY,GRAND BLANC,MI,48439,GENESEE,(810) 606-5000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,2,,7,7,0,7,0,,8,8,0,8,0,,11,9,0,7,2,,8,8,,12,9,,42.894035,-83.63592
230207,MCLAREN OAKLAND,50 N PERRY ST,PONTIAC,MI,48342,OAKLAND,(248) 338-5000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,5,0,5,0,,8,6,0,6,0,,11,10,0,9,1,,8,8,,12,7,,42.6382752,-83.2914205826481
230208,SPARROW CARSON HOSPITAL,406 EAST ELM ST,CARSON CITY,MI,48811,MONTCALM,(989) 584-3131,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,4,,7,3,0,3,0,,8,2,0,2,0,,11,6,1,5,0,,8,8,,12,6,,43.175534,-84.84254119245372
230216,MCLAREN PORT HURON,1221 PINE GROVE AVE,PORT HURON,MI,48060,ST. CLAIR,(810) 987-5000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,7,0,7,0,,8,7,1,6,0,,11,11,0,10,1,,8,8,,12,7,,42.9878542,-82.42978253794331
230217,OAKLAWN HOSPITAL,200 N MADISON,MARSHALL,MI,49068,CALHOUN,(269) 781-4271,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,5,,7,5,0,5,0,,8,4,0,4,0,,11,9,1,8,0,,8,8,,12,8,,42.273675,-84.956967
230222,MIDMICHIGAN MEDICAL CENTER-MIDLAND,4000 WELLNESS DRIVE,MIDLAND,MI,48670,MIDLAND,(989) 839-3000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,4,,7,7,0,6,1,,8,8,1,7,0,,11,11,0,10,1,,8,8,,12,9,,43.63933885,-84.26179986165643
230227,MCLAREN MACOMB,1000 HARRINGTON ST,MOUNT CLEMENS,MI,48043,MACOMB,(586) 493-8000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,2,,7,7,0,7,0,,8,8,2,5,1,,11,11,0,8,3,,8,8,,12,9,,42.58781234999999,-82.89800797208932
230230,EDWARD W SPARROW HOSPITAL,1215 E MICHIGAN AVENUE,LANSING,MI,48912,INGHAM,(517) 364-1000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,,7,7,0,6,1,,8,8,3,5,0,,11,11,0,10,1,,8,8,,12,10,,42.73415975,-84.5352782
230236,UNIVERSITY OF MICHIGAN HEALTH - WEST,"5900 BYRON CENTER AVENUE, SW",WYOMING,MI,49519,KENT,(616) 252-7200,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,6,0,5,1,,8,7,0,7,0,,11,10,4,6,0,,8,8,,12,8,,42.857201,-85.718297
230239,CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL,500 OSBORN BLVD,SAULT SAINTE MARIE,MI,49783,CHIPPEWA,(906) 635-4460,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,4,0,4,0,,8,4,0,4,0,,11,9,0,8,1,,8,8,,12,7,,46.497575,-84.351755
230241,ASCENSION RIVER DISTRICT HOSPITAL,4100 RIVER RD,EAST CHINA,MI,48054,ST. CLAIR,(810) 329-7111,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,7,3,0,3,0,,8,2,0,2,0,,11,6,0,6,0,,8,8,,12,7,,42.785390750000005,-82.4810795814041
230244,GARDEN CITY HOSPITAL,6245 INKSTER RD,GARDEN CITY,MI,48135,WAYNE,(734) 421-3300,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,7,6,0,6,0,,8,6,1,5,0,,11,8,0,6,2,,8,8,,12,7,,42.332312400000006,-83.31398913773245
230254,ASCENSION PROVIDENCE ROCHESTER HOSPITAL,1101 W UNIVERSITY DRIVE,ROCHESTER,MI,48307,OAKLAND,(248) 652-5000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,6,0,6,0,,8,7,0,7,0,,11,8,0,7,1,,8,8,,12,6,,42.67884645,-83.14916252338845
230259,ST JOSEPH MERCY CHELSEA,775 S MAIN ST,CHELSEA,MI,48118,WASHTENAW,(734) 475-3911,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,,7,4,0,4,0,,8,3,0,3,0,,11,9,3,6,0,,8,8,,12,8,,42.309811350000004,-84.01551818489241
230264,SOUTHEAST MICHIGAN SURGICAL HOSPITAL LLC,21230 DEQUINDRE ROAD,WARREN,MI,48091,MACOMB,(586) 427-1000,Acute Care Hospitals,Voluntary non-profit - Private,No,Y,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,1,0,1,0,,11,1,0,1,0,,8,Not Available,5,12,Not Available,5,42.45171895,-83.0814186242006
230269,"BEAUMONT HOSPITAL, TROY",44201 DEQUINDRE ROAD,TROY,MI,48085,OAKLAND,(248) 964-8800,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,7,1,6,0,,8,8,2,5,1,,11,11,0,7,4,,8,8,,12,11,,42.6171861,-83.0922119
